Amroun 1994 3He Data
Energy (GeV)  Theta (Degrees)  Sigma Experimental  Uncertainties
0.2995	80	2.060E-6	8.652E-8
0.2534	100	1.050E-6	3.150E-8
0.2534	100	1.040E-6	5.408E-8
0.2256	120	5.690E-7	2.105E-8
0.2256	120	6.630E-7	4.575E-8
0.2123	135	3.810E-7	2.362E-8
0.2123	135	3.480E-7	1.044E-8
0.5909	40	7.040E-6	1.901E-7
0.5909	40	6.820E-6	1.023E-7
0.481	50	4.140E-6	7.866E-8
0.4088	60	2.670E-6	6.141E-8
0.4088	60	2.500E-6	1.175E-7
0.4088	60	2.550E-6	5.610E-8
0.3212	80	1.190E-6	3.808E-8
0.2718	100	6.030E-7	1.387E-8
0.2718	100	6.490E-7	2.726E-8
0.2421	120	3.340E-7	1.637E-8
0.2279	135	2.010E-7	6.633E-9
0.6277	40	3.590E-6	8.975E-8
0.6277	40	3.630E-6	7.260E-8
0.5111	50	2.120E-6	8.692E-8
0.5111	50	2.280E-6	5.016E-8
0.4345	60	1.410E-6	3.525E-8
0.4345	60	1.380E-6	2.898E-8
0.3416	80	6.890E-7	3.101E-8
0.2893	100	3.440E-7	1.170E-8
0.2427	135	1.370E-7	8.357E-9
0.2427	135	1.250E-7	3.875E-9
0.6626	40	2.040E-6	4.080E-8
0.6626	40	2.090E-6	6.061E-8
0.6626	40	2.020E-6	6.464E-8
0.5396	50	1.280E-6	2.176E-8
0.4589	60	8.300E-7	2.075E-8
0.4589	60	8.460E-7	2.453E-8
0.361	80	3.860E-7	1.274E-8
0.3058	100	2.080E-7	8.320E-9
0.3058	100	1.960E-7	9.996E-9
0.2727	120	1.110E-7	9.879E-9
0.2727	120	1.270E-7	8.255E-9
0.2567	135	6.950E-8	4.309E-9
0.593	50	4.760E-7	9.996E-9
0.337	100	6.700E-8	4.221E-9
0.2832	135	2.750E-8	1.155E-9
0.6886	50	4.490E-8	1.976E-9
0.4627	80	1.670E-8	9.185E-10
0.3511	120	6.120E-9	5.753E-10


