Chi2   rChi2   BIC   AIC    Qichtot    Qimtot  R[0]  R[1]  R[2]  R[3]  R[4]  R[5]  R[6]  R[7]  R[8]  R[9]  R[10]  R[11]  R[12]  Q0ch    Q1ch    Q2ch    Q3ch    Q4ch    Q5ch    Q6ch    Q7ch    Q8ch    Q9ch    Q10ch    Q11ch    Q12ch    Q0m    Q1m    Q2m    Q3m    Q4m    Q5m    Q6m    Q7m    Q8m    Q9m    Q10m    Q11m    Q12m
435.231 1.87599 206.672 160.433 1.00826 1.06668 0.1 0.5 0.8 1.2 1.6 1.9 2.4 3 3.5 3.9 4.3 5 5.6 0.031926 0.152386 0.178263 0.224469 0.148894 0.0915088 0.108093 0.0408332 0.02287 4.76841e-14 0.00901987 1.39611e-13 6.63269e-12 0.0656974 0.147695 0.123756 0.278414 0.0907281 0.112415 0.119136 0.061 3.9968e-15 0.0535627 6.38933e-14 0.0142717 0
440.323 1.89794 209.685 163.446 1.00832 1.02942 0.0001 0.6 1 1.3 1.4 2 2.6 3.3 3.8 4.3 4.8 5.3 6 0.0364504 0.253445 0.158245 8.00518e-10 0.264952 0.157749 0.0859214 0.0389814 0.00458701 0.00799061 5.57554e-13 7.64444e-13 1.07203e-12 0.0686846 0.224586 0.132891 0.111421 0.160753 0.151846 0.105688 0.0162894 0.0332503 0.0105124 8.88178e-13 0.0134954 0
826.015 3.56041 372.623 326.384 1.01585 1.10075 0.1 0.4 0.8 1.1 1.5 1.8 2.4 2.9 3.7 3.8 5.1 5.3 5.3 0.0376041 0.139024 0.159562 0.110153 0.293509 0.121554 0.0107044 0.112671 1.12871e-12 0.01666 1.22125e-15 0.0144064 3.26278e-12 0.0455697 0.142197 0.130247 0.220185 0.172566 0.0905063 0.155645 0.0396124 0.0433262 0.0263999 0.0344943 2.92544e-14 0
439.067 1.89253 208.945 162.706 1.00861 1.00508 0.1 0.6 1 1.3 1.4 1.9 2.4 2.9 3.4 4.1 4.4 5.2 5.7 0.0400829 0.247012 0.155778 0.0681029 0.182067 0.145971 0.0881992 0.0420814 0.028779 0.00372892 0.00681212 1.66533e-16 1.67805e-12 0.0660085 0.244035 0.095279 0.251015 1.89427e-11 0.183982 0.0668636 0.0553904 0.0226027 0.0158693 0.00403678 4.996e-16 0
437.216 1.88455 207.851 161.612 1.00842 1.01568 0.2 0.4 0.7 1.2 1.6 1.8 2.3 2.9 3.4 4 4.4 4.9 5.5 0.0488362 0.0423696 0.256537 0.243265 0.133136 0.0778468 0.120986 0.0476109 0.0267133 0.00492638 0.00619467 1.11022e-16 1.28009e-13 0.0808946 0.0479625 0.214937 0.263539 0.0297455 0.172152 0.0956374 0.0604083 0.0252464 0.0120064 0.0131547 2.75335e-14 0
443.028 1.9096 211.271 165.032 1.00809 1.04345 0.2 0.6 0.8 1.3 1.4 1.9 2.4 2.9 3.4 4.4 4.5 5.2 5.7 0.0589654 0.152238 0.176966 0.192101 0.113558 0.14381 0.0912727 0.0393469 0.0314676 0.00836596 4.4259e-13 8.32667e-16 2.06901e-12 0.0984856 0.100007 0.208419 0.143029 0.119567 0.172527 0.0715104 0.0546539 0.0421935 0.031679 0.00137755 3.33067e-16 0
436.091 1.8797 207.184 160.945 1.00861 1.02675 0.2 0.6 1 1.4 1.6 2.1 2.6 3.2 3.8 4.5 4.1 5.2 4.4 0.0547587 0.213198 0.212043 0.149756 0.12599 0.124085 0.0715716 0.0388861 0.0124674 0.00585487 5.32271e-11 1.44329e-15 6.09112e-11 0.103653 0.147902 0.243418 0.117691 0.134822 0.110621 0.0987349 0.0222753 0.0291899 4.38483e-13 0.0112927 0.0071463 0
440.321 1.89794 209.684 163.445 1.00835 1.02935 0.0001 0.6 1 1.3 1.4 2 2.6 3.3 3.8 4.3 4.4 5.3 5.6 0.03645 0.253445 0.158246 1.96414e-10 0.264946 0.157732 0.0859378 0.0389073 0.00477671 0.00707125 0.000833093 3.89577e-13 6.13998e-12 0.0686849 0.224584 0.132905 0.111432 0.160746 0.151856 0.105732 0.0162715 0.033303 0.0104228 2.54913e-12 0.0134127 0
832.361 3.58776 374.605 328.367 1.01631 1.12685 0.2 0.6 0.8 1.1 1.5 1.9 2.1 2.9 3.3 3.8 4.4 5.3 5.7 0.0889005 0.169943 0.0543884 0.129892 0.32446 0.101887 9.84689e-11 0.115393 9.72e-14 0.0160341 9.37583e-14 0.0154121 1.51651e-12 0.0976508 0.117981 0.158078 0.137623 0.204719 0.0550292 0.147369 0.0896335 0.0434547 0.0191932 0.0394999 0.0166155 0
439.595 1.89481 209.256 163.018 1.00828 1.05378 0.3 0.7 0.9 1.4 1.6 2.2 2.6 3.1 3.5 4.3 4.4 6 3.8 0.103185 0.15834 0.183822 0.198842 0.123883 0.136748 0.0342755 0.0469188 0.0114056 0.0108643 3.57622e-08 1.73195e-14 3.60343e-09 0.160755 0.0210837 0.308495 0.0431743 0.242038 0.114585 0.0469352 0.0503187 0.0251753 2.64697e-09 0.0288498 0.012366 0
437.459 1.8856 207.995 161.756 1.00836 1.01529 0.2 0.6 0.7 1.2 1.3 1.9 2.5 3.1 3.6 4.4 4.7 5.4 5.9 0.0612391 0.0515878 0.249671 0.0156736 0.300261 0.1725 0.094154 0.0373563 0.0193733 0.00654399 5.64326e-13 3.04146e-13 1.34587e-12 0.0945481 0.0733967 0.18466 0.126676 0.169968 0.200295 0.0746657 0.0551345 0.0139295 0.0220211 3.53662e-13 3.02536e-13 0
513.282 2.21242 249.394 203.155 1.0136 1.00198 -0.0999 0.3 0.8 1 1.3 1.8 2.4 3.1 3.5 4.1 5.1 5.2 5.5 0.0400118 0.103154 0.158916 0.0835516 0.264242 0.207167 0.0521349 0.0762723 0.0176332 2.46303e-13 5.9508e-14 0.0105171 1.58623e-12 0.0126498 0.136494 0.228678 0.0659638 0.172093 0.214984 0.0896137 0.0696448 6.06108e-05 0.00841584 0.00338649 2.18749e-09 0
829.189 3.57409 373.616 327.378 1.01488 1.12255 0.1 0.3 0.6 1 1.4 1.7 2.3 2.9 3 3.8 4.4 5.2 5.3 0.0284452 0.0809272 0.15042 0.162435 0.204162 0.229601 0.0162729 0.112536 1.33588e-08 0.0170108 7.77156e-16 0.0130687 2.99982e-13 0.0609334 0.0332009 0.180969 0.182852 0.243995 0.0719456 0.175947 0.0513198 0.0141431 0.0703526 4.02789e-13 0.036891 0
510.584 2.20079 248.029 201.79 1.01326 1.07412 0.1 0.3 0.9 1.4 1.8 1.9 2.5 3.1 3.6 3.9 5.1 5.2 5.8 0.0335659 0.11761 0.268984 0.28777 1.35788e-11 0.163678 0.0391511 0.0768418 0.0161979 0 4.09761e-12 0.00946072 5.54168e-13 0.00701476 0.160778 0.300781 0.20934 0.0748774 0.0793266 0.134994 0.027804 0.0317265 0.0212364 0.020669 0.0055714 0
3982.08 17.1641 780.016 733.777 1.02209 2.55119 0.3 0.4 0.8 1.1 1.5 1.8 2.3 3.1 3.6 4.1 4.7 4.2 6.1 0.0799256 0.0520782 0.262399 0.0992771 0.244802 0.0459546 0.129605 0.0681654 0.00621073 8.10463e-14 7.21645e-16 2.59792e-14 0.0336739 0.0592269 0.0491625 0.106606 0.308217 0.26305 0.31315 0.194432 0.0787722 0.359661 0.261479 0.415808 0.141621 0
464.733 2.00316 223.659 177.42 1.00828 1.09637 0.3 0.7 0.9 1.5 1.9 2.2 2.5 3.1 3.6 4.4 4.3 5.5 3.7 0.105121 0.138396 0.219226 0.306556 5.05151e-15 0.124693 0.0431049 0.0508508 0.0104067 1.36256e-10 0.00992985 1.44329e-15 6.71685e-15 0.159976 0.0252818 0.303121 0.221704 0.120695 0.0230665 0.0966116 0.0525179 0.0385169 0.040862 1.76908e-12 0.0140133 0
511.898 2.20646 248.695 202.456 1.01328 1.07726 0.2 0.5 0.9 1.2 1.7 2.1 2.6 3.2 3.4 4.1 5.1 5.2 5.2 0.106966 0.0726228 0.167398 0.245003 0.234495 0.0496461 0.0473196 0.069363 0.00927027 1.11022e-16 8.56388e-05 0.0111138 1.58401e-12 0.0843569 0.124231 0.219437 0.151032 0.210101 0.0920797 0.0765789 0.0720412 1.48215e-13 0.0306864 0.0167108 3.77043e-12 0
731.108 3.15133 341.012 294.773 1.01222 1.03829 0.1 0.4 0.9 1.2 1.6 1.7 2.5 2.8 3.5 4 4.7 5.2 5.8 0.0492729 0.107465 0.20818 0.262726 5.2236e-14 0.183088 0.127347 0.0419496 3.09308e-13 0.0321874 3.26517e-13 2.82885e-13 1.13126e-12 0.0424685 0.152837 0.224391 0.145042 0.0638496 0.188824 0.132947 0.0227126 0.0366736 0.0126098 0.0159311 2.86215e-13 0
434.834 1.87428 206.436 160.197 1.00815 1.05629 0.1 0.6 1 1.2 1.6 1.8 2.3 2.8 3.3 3.9 4.3 5.1 5.7 0.0395207 0.2531 0.0920742 0.202721 0.13362 0.0833489 0.114275 0.0424036 0.0336883 0.00607276 0.00733015 1.11022e-15 1.92335e-12 0.0732418 0.23301 2.90679e-12 0.335482 0.0041752 0.153746 0.109141 0.0709413 0.0130783 0.0506008 1.55431e-15 0.0128757 0
446.838 1.92603 213.489 167.25 1.00839 1.12339 0.0001 0.5 0.8 1.3 1.7 2.1 2.7 3.4 4.4 4.3 5.4 6.1 4.2 0.0304487 0.144309 0.213095 0.265271 0.108127 0.124685 0.0784521 0.034242 1.66039e-11 0.00976103 5.55112e-17 0 7.63001e-13 0.0561937 0.138296 0.204958 0.236715 0.1229 0.133246 0.0867446 0.0616036 0.0454224 3.14193e-14 0.0204947 0.0168166 0
442.883 1.90898 211.186 164.948 1.00825 1.09072 0.0001 0.5 0.8 1.3 1.5 2.1 2.7 3.3 3.7 4.3 4.4 5.3 6 0.0319829 0.134718 0.233504 0.179049 0.159431 0.153764 0.0685658 0.0304558 0.00936398 0.00143977 0.00597766 9.7311e-14 9.12603e-14 0.0645819 0.120326 0.204862 0.226924 0.108347 0.158127 0.101809 0.00360366 0.0522636 0.0265024 7.13207e-13 0.0233692 0
439.288 1.89348 209.076 162.837 1.00847 1.02591 0.0001 0.5 0.7 1.2 1.3 1.8 2.4 2.9 3.4 3.9 4.3 5.2 5.6 0.0330891 0.0999369 0.209097 0.174828 0.129958 0.179519 0.106606 0.0337571 0.031936 2.21399e-05 0.00971836 1.11022e-16 0 0.0589819 0.138909 0.112927 0.326868 2.93099e-14 0.168875 0.119526 0.0432789 0.0104885 0.0381896 3.68594e-14 0.00786801 0
4019.01 17.3233 782.407 736.168 1.02324 2.73393 0.0001 0.6 0.8 1.2 1.6 1.8 2.4 3.1 3.6 4 4.6 5 6.2 0.0371739 0.254794 0.0399037 0.286605 0.0445765 0.15346 0.101786 0.0564403 0.012806 3.2585e-14 5.55112e-17 5.44009e-15 0.0356922 0.0338355 0.142027 0.0594701 0.401327 0.116218 0.409594 0.195764 0.0977758 0.287174 0.398785 0.465811 0.126145 0
4007.57 17.274 781.669 735.43 1.02453 2.59839 0.3 0.6 0.9 1.1 1.5 1.8 2.3 2.6 3.4 3.9 4.4 4.9 6.3 0.0935603 0.138473 0.138244 0.162859 0.152696 0.12579 0.0556301 0.074901 0.0485382 2.54796e-14 3.71925e-15 1.41553e-14 0.0338423 0.067942 0.0980329 0.0078706 0.388348 0.127989 0.475332 0.0839503 0.0836415 0.230191 0.350455 0.423712 0.260925 0
4060.14 17.5006 785.044 738.805 1.02133 2.6602 0.1 0.6 0.9 1.2 1.7 2 2.4 3.1 3.7 4.3 4.9 5.3 6.3 0.0839636 0.171232 0.0397463 0.321419 0.177338 0.0645926 0.0320445 0.095555 0.00866355 1.26432e-12 1.62148e-13 4.90719e-14 0.0267716 0.0310973 0.152414 0.0681112 0.374382 0.37308 0.221658 0.105481 0.129081 0.351315 0.541851 0.311732 4.96103e-11 0
4048.26 17.4494 784.286 738.047 1.02264 2.51037 0.2 0.5 0.8 1.3 1.4 1.9 2.4 3 3.5 4.1 4.7 4.8 6.1 0.118492 0.0176679 0.221441 0.249884 0.0860626 0.16903 0.0211978 0.0809958 0.0312371 0 6.66134e-16 2.10942e-15 0.0266325 0.0445825 0.0429678 0.225519 0.255981 0.208882 0.420862 0.0919302 0.0699993 0.251105 0.50518 0.305767 0.0875977 0
4062.17 17.5093 785.174 738.935 1.02147 2.66945 0.2 0.6 0.8 1.2 1.4 1.9 2.5 3.1 3.7 4.3 4.9 5.6 6.3 0.11906 0.0367146 0.185923 0.152945 0.204192 0.165354 0.0279767 0.0931191 0.00900056 1.6448e-13 8.97282e-13 1.15176e-10 0.0271873 0.0462314 0.0732311 0.160739 0.205976 0.281595 0.466964 0.103404 0.117764 0.360018 0.540959 0.312569 2.00501e-11 0
3269.65 14.0933 728.961 682.723 1.04073 5.24135 0.2 0.6 1 1.4 1.6 2 2.6 3.2 3.7 4.4 5 5.7 7.3 0.113364 0.098333 0.254361 0.164064 0.129205 0.111614 0.0233351 0.0704771 0.00236188 5.55112e-17 7.83984e-13 1.15574e-13 0.073614 0.0278443 0.0953688 0.238052 0.411434 0.154268 0.686959 0.459538 0.187708 0.460363 0.899757 0.943364 0.676692 0
3876.7 16.7099 773.07 726.831 1.00977 2.86355 0.4 0.9 1 1.5 1.7 2.2 2.5 3.4 2.8 4.3 4.8 5.5 6 0.185253 0.0607639 0.299064 0.0494137 0.22657 0.00818904 0.105373 0.0510208 1.28231e-14 0.0241234 1.44329e-15 8.27116e-15 2.77556e-16 0.0688314 3.30125e-13 0.304957 0.278479 0.358849 0.43268 0.0258126 2.0095e-14 0.0537498 0.341939 0.486616 0.511639 0
4005.65 17.2657 781.545 735.306 1.02212 2.55535 0.3 0.4 0.8 1.1 1.5 1.8 2.3 2.7 3.3 3.8 4.4 4.9 6.2 0.0638491 0.0790147 0.228152 0.145416 0.191772 0.0928102 0.0909826 0.0483117 0.0498727 1.27366e-11 2.32592e-14 9.82547e-15 0.0319409 0.0422316 0.0666994 0.102145 0.329156 0.178436 0.42497 0.120736 0.0476278 0.160638 0.394113 0.465328 0.223264 0
519.359 2.23862 252.443 206.204 1.01314 1.05823 0.1 0.3 0.7 1 1.4 1.9 2.5 3.1 3.7 4.1 5.2 5.5 6 0.0483338 0.0844407 0.10631 0.199177 0.26514 0.170211 0.035456 0.0820846 0.0126622 5.55112e-17 0.009327 6.66134e-16 3.88578e-16 0.0353758 0.0995163 0.153413 0.181873 0.221114 0.143449 0.125807 0.0301203 0.0413764 0.00302165 0.0231606 0 0
500.961 2.15932 243.101 196.862 1.02285 0.99048 0.0001 0.5 0.8 1.1 1.4 1.8 2.4 3.1 3.5 4.1 4.2 5.2 7.2 0.0663719 0.13906 0.0458136 0.265789 0.136452 0.203289 0.0524072 0.0762176 0.0152863 3.33067e-16 0 0.00828908 0.0138778 0.0531787 0.1668 0.105487 0.216657 0.0713338 0.215993 0.0863873 0.0678385 1.29209e-11 0.00272216 0.00273902 0.00134379 0
433.604 1.86898 205.702 159.464 1.00843 1.04575 0.3 0.7 0.9 1.4 1.6 2.1 2.6 3.3 2.7 4.3 3.4 5.9 6.2 0.102019 0.170143 0.163484 0.251071 0.0566098 0.147445 2.69108e-05 0.0111554 0.0714299 0.0101036 0.024946 9.59138e-12 8.71775e-12 0.159728 0.0279969 0.297629 0.0740115 0.200611 0.109705 0.0811991 0.0579638 0.00132043 0.0284502 3.56826e-13 0.00714016 0
438.487 1.89003 208.603 162.364 1.00838 1.02341 -0.2999 0.7 0.8 1.1 1.4 1.7 2.2 2.8 3.3 3.9 4.4 5 5.5 0.103485 0.0993187 0.190591 0.0570767 0.232657 0.0890841 0.137423 0.0539449 0.0303716 0.00845884 0.00597037 9.17361e-12 9.45111e-12 0.155965 0.0161242 0.193821 0.146295 0.101374 0.162107 0.121256 0.0613147 0.035066 0.0149099 0.015175 1.08738e-11 0
437.116 1.88412 207.791 161.553 1.00796 1.01574 0.3 0.7 0.9 1.3 1.7 2.2 2.4 3.1 3.3 4 4.3 5 5.7 0.101231 0.183963 0.128485 0.212731 0.171119 0.0487387 0.0913024 0.0453196 0.0109548 0.0111294 0.00298189 3.70259e-13 6.09601e-12 0.158763 0.0397234 0.269974 0.104121 0.233444 1.0143e-10 0.123677 0.0272391 0.0351733 0.00111159 0.0225176 6.49369e-13 0
442.276 1.90636 210.831 164.592 1.00766 1.30551 0.3 0.7 0.9 1.4 1.9 2.1 2.6 3.2 3.6 4.4 5.3 6.1 4.3 0.10161 0.175208 0.154226 0.282922 0.071223 0.0909703 0.0761902 0.0335156 0.0133716 0.00842006 3.12081e-10 7.91267e-12 4.77817e-10 0.15933 0.0485249 0.264979 0.205653 0.209558 2.28084e-12 0.133615 0.0565268 0.0684318 0.0845019 0.0481326 0.026259 0
439.637 1.89499 209.281 163.042 1.00861 1.00627 -0.2999 0.7 0.9 1.3 1.4 1.8 2.3 2.9 3.4 3.9 4.3 5 5.3 0.101659 0.173853 0.154993 0.0440382 0.214576 0.114096 0.119767 0.047109 0.0279489 0.000362426 0.0102127 2.37588e-14 4.49252e-13 0.171043 3.43614e-14 0.288243 0.014762 0.201963 0.109341 0.123937 0.0578528 0.00628671 0.0306692 7.34968e-14 0.0021701 0
435.641 1.87776 206.916 160.677 1.00847 1.01384 0.0001 0.4 0.8 1 1.4 1.6 2.2 2.6 3.2 3.9 4.4 5.2 5.6 0.0107131 0.145685 0.15481 0.181434 0.0862014 0.200267 0.114116 0.0551373 0.0445021 0.00995682 0.00564566 4.93883e-13 2.15566e-12 0.042141 0.144401 0.0743261 0.2503 0.0536251 0.201811 0.102196 0.0806325 0.0268641 0.0325943 1.99546e-12 0.00495302 0
440.76 1.89983 209.942 163.703 1.0083 1.0327 0.0001 0.5 0.8 1.3 1.4 2 2.6 3.3 3.8 4.3 4.6 5.3 5.8 0.0315166 0.137127 0.229964 0.118084 0.19462 0.159997 0.0853053 0.0391483 0.00457466 0.00796233 6.24334e-13 9.99201e-16 7.9986e-13 0.0641229 0.122933 0.198569 0.206842 0.10463 0.153655 0.105835 0.0169486 0.0336221 0.01131 9.76996e-15 0.0142333 0
421.808 1.81814 198.559 152.32 1.01861 1.03657 0.0001 0.4 0.6 1 1.4 1.8 2.3 2.9 3.4 3.9 4.3 5 7.7 0.0315247 0.0251968 0.219168 0.190138 0.218377 0.120756 0.117052 0.0494138 0.0249333 0.00474669 0.00314238 1.17195e-12 0.0141576 0.0455283 0.111589 0.0826294 0.248264 0.183419 0.115069 0.125392 0.0656871 0.00268662 0.0462274 1.07148e-12 0.0100773 0
448.114 1.93152 214.227 167.989 1.00682 1.14416 0.0001 0.4 0.6 1.1 1.4 1.9 2.5 3.2 3.7 4 5 5.9 4.3 0.0352293 1.99884e-09 0.266669 0.203977 0.178706 0.165095 0.0994949 0.0432836 0.00422117 0.0101419 1.05722e-10 2.61374e-09 1.73132e-09 0.0556261 0.0558949 0.172361 0.246618 0.148839 0.16188 0.128525 0.0600073 1.99518e-12 0.0656822 0.0355711 0.0131553 0
3972.04 17.1209 779.362 733.124 1.02216 2.7921 0.2 0.6 1 1.4 1.6 2.1 2.7 3.3 3.8 4.3 4.8 4.9 6.2 0.0563191 0.216038 0.20779 0.161827 0.104539 0.128651 0.067247 0.0445549 2.13482e-09 5.82867e-15 3.56937e-14 4.82947e-14 0.0351971 0.0523339 0.106065 0.270268 0.243895 0.2887 0.347987 0.0638341 0.210998 0.392574 0.430701 0.249474 0.135268 0
3989.42 17.1958 780.493 734.254 1.02261 2.65746 0.0001 0.6 0.8 1.3 1.7 2.1 2.6 3.3 3.8 4.3 4.8 5.2 6.2 0.0399534 0.213364 0.125213 0.28134 0.0981407 0.106373 0.0726309 0.0518334 2.16216e-13 2.66398e-13 3.14748e-13 6.99996e-13 0.0337623 0.0362912 0.104156 0.144229 0.43732 0.258773 0.295671 0.0565847 0.195891 0.382174 0.385769 0.360599 1.03655e-10 0
3973.65 17.1278 779.468 733.229 1.02238 2.65916 0.2 0.5 0.9 1.1 1.4 1.8 2.3 2.7 3.3 3.8 4.3 4.8 6.2 0.0443308 0.152918 0.252283 0.0127359 0.217765 0.123761 0.0887372 0.0468843 0.0493286 3.73479e-13 1.67644e-14 4.85167e-14 0.0336339 0.0417464 0.092882 0.116697 0.223684 0.262267 0.382977 0.199673 0.00984558 0.202869 0.379331 0.388771 0.358421 0
