rChi^2    R[1]     R[2]    R[3]    R[4]    R[5]    R[6]    R[7]    R[8]    R[9]    R[10]    R[11]   Q0   Q1   Q2   Q3   Q4   Q5   Q6   Q7   Q8   Q9   Q10   Q11   
9.75281 0.454862 0.732209 1.6249 2.11772 2.91189 3.01104 3.64008 4.51625 5.22382 5.39841 6.29641 7.27833 1078.94 677.623 -967.36 -1726.31 -1132.11 -805.894 2539.77 5553.94 -2906.15 -5990.64 4593.44 -903.64
8.69027 0.608331 1.57596 2.53531 3.47603 4.29221 5.28874 5.62173 6.06302 6.14125 6.83155 7.35754 8.33164 281.766 -43.2889 -447.693 -371.585 537.725 1125.12 443.607 -921.263 -1127.79 -830.615 1783.29 -417.817
9.50581 0.464739 0.944642 1.11129 1.86905 2.41631 3.23785 3.87691 4.52749 5.52083 6.29188 7.07094 7.25613 795.203 298.725 92.8897 -941.32 -1426.01 -565.485 1619.43 2814.1 -4401.22 358.705 6210.29 -4843.73
9.05399 0.686282 1.52855 1.97959 2.8272 3.76719 4.18737 4.22315 5.02549 5.55302 6.54988 7.09594 7.87465 566.951 -29.6055 -432.342 -954.183 -161.077 690.994 763.83 1103.16 -1302.8 -2666.27 3264.59 -831.731
9.69493 0.201491 0.537861 1.21839 2.1042 2.80747 3.76434 4.2282 4.60172 4.94383 5.80132 6.44761 7.10091 824.283 508.015 -357.466 -1566.5 -1503.45 1359.11 2476.76 1653.08 -1152.26 -7704.98 7597.93 -2122.9
8.73958 0.92405 1.61166 2.41818 3.25489 3.54537 4.12654 5.12046 5.81954 6.00324 6.83075 7.31938 8.26763 323.327 7.21517 -411.898 -450.372 -241.878 573.901 1616.17 -480.519 -1273.69 -1214.51 2021.87 -458.145
9.78603 0.932341 1.32357 2.2016 3.09145 3.19108 3.88855 4.28844 4.31692 5.22349 5.65858 6.20458 7.02822 1378.72 274.318 -2225.4 -1878.13 -1509.12 2267.64 3609.3 3616.28 -5007.49 -7796.03 9042.75 -1761.2
8.73902 0.952242 1.90463 2.57933 3.11457 4.02574 4.86865 5.69591 5.8901 6.62452 7.5322 7.6611 8.0166 348.101 -78.9876 -390.857 -461.219 219.184 1240.23 50.9767 -600.844 -1542.6 1368.22 1295.13 -1435.87
9.53871 0.5901 1.50822 2.15173 2.74598 3.31965 3.80196 4.09308 5.036 5.7538 6.40764 6.62792 7.34502 1066.68 -163.38 -1117.2 -1421.81 -524.594 1205.44 2360.77 1259.28 -5803.79 -261.499 4777.97 -1366.3
8.13272 0.956908 1.3269 2.25022 3.20501 4.07794 4.95596 5.75378 5.94136 6.26148 7.13245 8.09642 8.75288 114.299 57.2423 -135.939 -269.188 -29.8675 527.487 280.108 19.5148 -479.239 -669.482 1056.76 -460.327
9.60993 0.353535 0.874338 1.80911 2.41694 3.08031 4.0478 4.6857 4.93075 5.46634 6.21443 6.71877 7.1043 858.766 331.208 -910.865 -1394.56 -699.298 2614.36 2306.03 568.345 -5349.66 -2082 7362.22 -3592.94
9.44656 0.121745 0.574952 0.685479 1.51283 2.33939 3.18756 3.92245 4.28742 5.21404 5.98489 6.88381 7.32566 519.809 270.226 193.735 -543.046 -1237.3 -784.822 1105.6 2034.22 -153.029 -4106.63 5143.27 -2430.45
9.06869 0.875571 1.79136 2.16538 2.70823 3.63782 3.99403 4.46916 4.65355 5.53549 6.46253 7.26431 7.70475 606.057 -95.5888 -420.375 -765.423 -341.537 235.55 1013.37 1163.64 -1094.62 -2155.09 3644.77 -1779.24
9.67544 0.838733 1.56124 1.58077 2.39123 3.26893 3.94825 4.56068 5.2574 5.69528 5.86739 6.65725 6.91776 1575.95 -318.445 -374.364 -2251.14 -1062.95 2579.15 3796.14 -2218.65 -4063.33 -2054.28 11509.8 -7106.29
9.37016 0.891961 1.82484 2.13649 2.95404 3.20186 3.70069 4.49689 5.27356 6.14406 6.37163 6.83446 7.33138 946.87 -330.7 -741.651 -962.394 -603.778 787.586 2957.93 -847.388 -4331.53 -1133.42 6853.68 -2583.64
9.17963 0.749228 1.00898 1.20973 2.16992 2.33324 2.90799 3.79242 4.46618 5.40058 5.95178 6.92552 7.91883 398.277 257.323 132.133 -544.98 -634.369 -703.963 449.899 1928.07 227.512 -3150.81 2159.63 -507.19
8.60225 0.798766 1.64901 2.49056 3.36377 4.11962 4.4714 5.16153 6.10152 6.79114 7.32404 7.48984 8.40891 257.571 -11.0266 -348.704 -438.956 70.6225 465.975 903.103 -899.407 -1279.32 502.813 1195.36 -406.592
8.93483 0.907791 1.60299 1.8973 2.50693 3.48432 4.47991 5.04588 5.10257 5.93405 6.91835 7.29866 7.95009 452.804 30.685 -183.394 -591.698 -520.249 882.376 918.333 816.76 -2730.3 -596.129 2404.78 -872.463
9.31674 0.722034 1.54983 2.49586 3.43178 4.05098 4.94222 5.32367 5.96957 6.64145 6.99244 6.99475 7.35057 759.149 -219.845 -1333.15 -569.695 1446.93 2280.51 -120.952 -4933.4 2.35388 2985.16 2985.61 -3271.12
9.81277 0.442282 1.32277 2.29164 3.01957 3.77248 4.35637 4.92231 4.96851 5.60974 6.25837 6.35083 6.91981 1488.46 -388.531 -2432.77 -1600.68 2504.82 4547.59 59.4321 -651.176 -9930.36 2989.05 6287.46 -2861.67
9.20656 0.567324 1.08353 2.04059 2.89529 3.36527 4.18627 4.87483 5.36105 5.82615 6.63324 6.9275 7.76326 475.074 161.653 -606.989 -862.459 -409.571 1435.37 1950.31 -160.247 -3424 -898.994 3120.93 -769.537
8.74451 0.961121 1.89212 1.99556 2.99097 3.87116 3.97434 4.67488 5.0465 5.99616 6.65615 7.32878 8.21617 362.997 -90.0223 -149.139 -571.914 -166.237 -50.5209 834.208 989.28 -1196.41 -1438.17 2010.52 -523.124
9.14697 0.918413 1.02868 1.23713 1.87404 2.14155 2.97336 3.64565 4.59482 5.51444 6.44801 7.1447 7.60862 398.287 318.428 153.475 -415.711 -637.213 -791.106 223.319 2315.84 -1235.18 -2767.07 4398.87 -1950.41
8.26748 0.917827 1.62025 2.21087 3.1487 3.68478 4.40615 4.93116 5.26145 6.18733 6.92127 7.79682 8.78011 150.177 28.8974 -105.623 -263.616 -208.033 127.643 419.626 464.579 -511.76 -792.857 982.866 -280.512
9.24595 0.944561 1.04534 1.79392 2.53774 3.36123 3.75038 4.73296 5.11744 6.10869 6.55316 6.95088 7.44866 474.453 378.385 -458.401 -1094.56 -455.145 528.669 2131.17 472.181 -5122.66 -95.408 5511.47 -2258.61
9.57766 0.880188 1.71869 2.02244 2.68174 3.50416 4.27006 4.49135 5.05831 5.8781 6.38855 6.50459 7.23495 1310.44 -304.334 -910.359 -1657.75 -205.27 2452.03 2522.36 -969.383 -7919.8 1927.66 5422.12 -1656.12
8.18285 0.734842 1.34906 1.52511 2.24161 2.99211 3.71246 4.54337 5.50633 6.4609 7.44534 7.92156 8.90799 125.196 41.9626 11.4576 -130.551 -236.364 -133.889 357.276 554.257 -887.81 -313.714 868.801 -245.248
9.43983 0.628175 1.31348 1.34474 1.73807 2.5821 3.38112 4.00473 4.67714 5.60924 6.43946 6.64842 7.56693 916.71 59.2574 12.8395 -594.868 -1536.36 -581.381 1713.94 2958.26 -4965.07 -1289.8 4118.81 -800.767
9.59402 0.755917 1.18086 1.73685 2.65784 3.1691 3.95988 4.53124 4.75922 5.39981 5.87756 6.83022 7.02307 1040.36 277.158 -866.206 -1829.46 -900.977 2298.4 2603.49 1334.84 -4764.82 -2134.55 10713.3 -7759.93
8.50661 0.740375 1.68285 2.54991 3.07323 4.05921 4.90965 5.73194 6.22219 7.16988 7.72713 7.80149 8.36795 225.927 -7.98877 -274.696 -343.154 102.627 871.988 190.921 -1019.9 -736.291 789.854 913.577 -701.44
8.54948 0.869316 1.85817 1.92172 2.46604 3.20553 4.00589 4.67934 5.43121 6.13535 6.6937 7.56059 8.4336 270.116 -27.4792 -50.8778 -246.136 -363.871 3.86387 655.182 673.627 -760.901 -1146.64 1434.37 -429.817
9.70592 0.605658 1.58256 1.6326 1.88826 2.72655 3.56757 4.28105 4.81987 5.362 5.5673 6.32747 7.24009 1614.4 -328.898 -443.311 -1010.05 -1896.32 569.952 3849.81 2649.26 -3662.01 -5851.44 5647.8 -1127.58
9.40571 0.900484 1.28795 2.10508 3.05907 3.93545 4.52273 5.397 6.0774 6.4483 7.03089 7.2076 7.27398 827.609 216.807 -1245.57 -1582.06 1229.51 2986.85 -1814.97 -4059.26 1650.5 6246.89 -146.958 -4297.79
8.98663 0.676183 1.18539 2.10493 2.93249 3.69543 4.40867 5.33967 5.77756 6.74356 7.13344 7.15581 7.96363 402.001 126.959 -526.637 -797.838 -9.73935 1554.64 852.063 -1834.86 -2263.22 1508.62 1728.47 -728.966
9.40596 0.967465 1.92872 2.44646 2.67155 3.20639 3.61553 4.46445 5.21988 5.49735 5.75693 6.74173 7.52183 971.04 -302.207 -858.821 -950.657 -531.455 519.081 3356.65 1091.14 -1607.63 -4109.22 3440.68 -1007.04
9.27805 0.910271 1.68145 2.43561 2.48922 3.41303 4.11571 4.92791 5.23292 5.80744 6.22434 6.96194 7.44758 746.773 -30.3432 -764.546 -796.586 -346.101 1326.41 1778.86 497.095 -2863.26 -2408.21 5041.05 -2169.59
9.52981 0.825441 1.62205 2.31587 2.70681 3.6097 4.23871 4.99624 5.87029 5.89145 6.53432 6.65609 7.17847 1050.06 -133.223 -1151.28 -1367.05 264.719 2563.25 1842.71 -4103.29 -4093.49 3014.58 4691.96 -2567.37
9.33721 0.88219 1.51237 1.74337 2.15411 3.11713 3.78424 3.94077 4.73585 5.59106 6.24918 6.82886 7.46092 918.266 56.9259 -307.298 -931.909 -1284 330.635 896.348 2745.4 -2434.85 -3516.78 5140.39 -1601.57
9.71235 0.902114 1.60502 2.29943 3.08969 3.87523 4.71019 4.92239 5.54513 5.84542 6.13093 6.30753 7.03953 1604.79 -443.104 -2234.12 -1590.01 2989.75 3663.45 1338.27 -7624.02 -6478.16 1703.33 9256.5 -2175.05
9.18286 0.841406 1.29588 2.23786 2.89782 3.82343 4.48249 5.37188 6.02516 6.15488 6.69528 6.92783 7.70905 511.178 162.449 -713.784 -990.535 214.638 1881.06 917.199 -2303.35 -2438.69 646.757 3058.54 -933.932
8.99981 0.636488 1.6059 2.07041 2.89736 3.55487 3.83055 4.68907 5.27328 5.95855 6.58992 7.33958 7.75641 465.214 -61.9388 -368.586 -647.723 -195.608 217.512 1487.42 664.337 -2161.69 -996.511 3378.71 -1769.63
9.20364 0.970281 1.87734 2.17551 2.91316 3.13021 4.09512 4.90316 5.35251 6.03711 6.87146 7.21172 7.51716 695.43 -163.858 -446.374 -730.336 -607.19 1282.84 1921.8 -135.567 -4117.78 1745.37 3025.22 -2458.02
9.63742 0.802196 1.48345 2.2006 3.07353 3.47974 4.21542 5.06997 5.35063 5.79047 6.77839 6.8005 6.96269 1428.99 -268.317 -2006.7 -1510.75 406.663 4644.05 773.904 -2760.3 -4037.03 7054.78 5772.94 -9486.61
9.20822 0.607265 1.46327 2.39329 2.67032 3.54322 3.7264 3.84038 4.06764 4.99638 5.9735 6.91322 7.79394 603.532 0.992442 -758.509 -867.252 -219.067 142.244 397.007 940.187 1578.6 -3800.13 2686.73 -692.791
9.80553 0.58168 1.35008 1.93758 2.45452 3.21284 3.2508 4.01768 4.59258 5.51181 5.81713 6.28962 6.91325 1576.94 -47.2503 -1398.11 -1988.49 -377.033 -205.761 3709.91 3152.81 -7299.81 -4990.89 10788.7 -2909.37
9.83341 0.876092 1.47131 2.0428 2.10809 2.87762 3.5739 3.7868 4.56415 5.49193 6.34839 6.37809 6.86261 2012.62 190.022 -1600.26 -1766.05 -2106.83 1205.95 2652.6 4210.8 -10320.4 4073.2 5024.67 -3564.74
9.72193 0.891493 1.47758 1.83564 2.41405 3.09739 3.85814 4.47228 4.51938 4.98646 5.65435 6.41898 6.97937 1518.04 89.1213 -850.05 -1953.24 -1423.6 1878.09 2909.02 2743.7 -1504.08 -9134.94 8696.32 -2956.76
9.76913 0.236158 1.01673 1.26449 2.01823 2.8698 3.33478 4.13238 4.66258 4.92499 5.83143 6.35901 6.96899 1423.31 107.838 -419.583 -1919.82 -1512.64 459.86 4216.41 1805.06 -2022.92 -9856.64 10574.2 -2843.49
8.27142 0.68793 1.47685 1.94163 2.67629 3.65577 4.18009 5.05938 5.55683 6.46973 7.29381 7.90008 8.68631 153.638 29.7101 -71.5362 -229.051 -193.472 57.3921 550.946 349.216 -990.896 -346.234 1091.05 -389.369
8.59751 0.447906 0.873163 1.50095 2.48021 3.27935 4.15774 4.45308 5.32959 5.98596 6.61089 7.53412 8.42945 174.092 100.953 -54.3913 -348.95 -385.005 174.106 473.829 738.043 -535.143 -1284.55 1362.22 -403.755
9.10697 0.742086 1.37361 2.3296 3.32115 3.95868 4.02983 4.30629 4.63263 5.6067 6.3444 7.01375 7.8273 504.123 44.1014 -835.525 -939.908 89.2808 247.99 871.382 1431.65 -943.07 -2742.02 3083.48 -799.966
9.62799 0.921861 1.61223 1.87083 2.45787 2.89822 3.87779 4.47615 5.24586 5.93012 6.56043 6.64937 7.01585 1366.47 -46.1617 -605.019 -1520.98 -1452.37 1976.14 3619.84 -2116.78 -6543.47 4387.22 5262.1 -4315.39
9.47088 0.580241 1.46291 1.80992 2.05777 2.13108 2.80957 3.77479 4.71981 5.65545 5.94965 6.81798 7.27365 989.027 98.4718 -318.928 -592.144 -663.328 -883.895 1078.14 2887.86 -2446.65 -3137.47 5543.06 -2542.56
9.41182 0.496102 1.28648 1.94506 2.60767 3.35633 4.21976 4.8701 5.58258 5.79798 6.56079 7.25662 7.40584 780.885 59.976 -696.978 -1149.54 -397.801 2123.93 2247.6 -2239.97 -3368.13 2643.59 3268.86 -3260.84
9.58851 0.90702 1.688 2.21948 2.47135 3.24393 3.81914 4.56461 4.80272 5.33126 5.82991 6.65926 7.08061 1272.34 -149.215 -1072.41 -1336.99 -680.463 1359.28 2845.66 1945.33 -2855.56 -5486.47 7764.56 -3594.47
9.85709 0.386095 0.682152 1.39461 1.93326 2.20059 2.81284 3.42666 3.62319 4.46389 5.34946 6.21787 7.14641 1313.31 858.437 -525.101 -1564.2 -1874.72 -1415.22 1224.71 2382 4202.3 -8850.44 5349.07 -1088.51
9.2052 0.34288 0.921416 1.36927 1.89842 2.7761 3.61887 4.40218 4.99994 5.58545 6.21658 6.93025 7.70751 477.731 194.156 -104.303 -508.246 -890.516 -69.3054 1534.81 1380.92 -1406.6 -3095.72 3435.86 -937.247
9.04308 0.836349 1.563 2.07019 2.57481 3.46523 4.41702 5.05898 5.52335 6.11408 6.71911 7.37285 7.70661 524.151 35.3267 -366.377 -675.176 -385.84 1275.36 1261.31 -480.805 -2630.98 208.364 3362.25 -2116.07
9.38027 0.132332 0.787283 1.20824 2.20763 2.40325 3.29463 4.02994 4.95231 5.85535 6.71342 6.76518 7.60121 562.227 234.123 -63.7759 -820.143 -892.728 -235.282 1665.9 1831.54 -4821.09 1279.7 2126.41 -855.318
9.64258 0.569063 0.75889 1.49384 2.47426 3.04894 3.74569 4.55956 4.75407 5.66452 5.96388 6.56315 6.98445 765.322 522.602 -641.096 -1755.39 -1027.96 1606.15 2669.24 1581.79 -6185.4 -3291.11 10138.1 -4370.67
9.36792 0.765563 1.27539 1.86729 2.53598 3.47435 3.88098 4.82039 5.03233 5.39237 6.20763 6.62628 7.60509 872.793 192.039 -745.845 -1488.39 -214.689 1329.15 2401.63 1000.1 -2941.5 -5140.23 5574.8 -828.303
8.75983 0.836389 1.61707 2.59269 3.11787 3.73184 4.53847 5.21248 5.97771 6.83753 6.93125 7.54386 8.04487 304.934 -4.57069 -422.854 -445.14 -58.0553 943.338 878.424 -1464.81 -757.254 -273.482 2445.08 -1134.14
9.56318 0.830694 1.79422 1.9664 2.10437 2.39458 3.24525 4.08262 4.72599 5.07738 5.99498 6.91013 7.09801 1564.25 -332.979 -654.312 -877.589 -1192.59 -93.5548 3111.36 1568.67 -2408.42 -3528.1 10295 -7440.12
9.5945 0.403481 1.20669 1.39112 1.72564 2.67882 3.62196 4.50935 4.99277 5.91091 6.39372 6.77073 7.04971 1229.49 37.5131 -300.501 -921.415 -1735.24 1059.15 3256.26 -359.837 -7571.5 2869.94 7622.53 -5174.79
9.60511 0.844588 1.08963 1.44435 2.24893 3.14728 3.8765 3.91804 4.58836 5.113 5.94692 6.55614 7.11488 983.877 501.684 -297.564 -2046.48 -1717.77 1428.69 1629.54 2814.11 -1660.97 -7264.29 8347.74 -2706.98
8.90553 0.756397 1.39459 1.80007 2.70158 3.61111 4.44446 5.09209 5.78272 6.06552 6.88342 7.57503 7.89657 388.25 62.6229 -200.084 -702.854 -349.361 1016.75 1356.59 -767.66 -1756.09 162.042 2458.41 -1657.13
9.41749 0.653145 0.784799 1.50709 2.41463 3.19722 3.99674 4.62918 5.39153 5.52077 6.05097 6.60107 7.58311 548.328 432.895 -371.043 -1345.07 -938.104 1476.89 2918.52 -755.573 -1861.24 -3699.68 4383.12 -777.474
9.19441 0.697018 1.17844 1.23626 2.22121 2.93895 3.832 4.66624 5.03607 5.83824 6.29728 7.0513 7.54384 432.465 120.452 76.8777 -717.595 -884.19 304.915 1646.36 1126.45 -2550.94 -2011.01 4384.38 -1916.62
9.64619 0.112735 0.218099 1.0111 1.62305 2.56852 3.56272 3.92362 4.64013 5.01176 5.96873 6.66413 7.05303 737.674 669.704 -222.909 -1139.18 -1878.55 608.881 2042.83 1929.82 -1318.13 -6102.67 8766.35 -4082.21
9.4086 0.19325 1.1124 2.0501 2.21013 2.90307 3.87875 4.78676 5.67559 6.13538 6.48607 7.33744 7.45763 741.441 118.859 -712.803 -809.029 -688.437 1528.09 2171.77 -3505.32 -2283.5 3407.9 3597.2 -3554.6
9.7924 0.274387 1.26636 2.12207 2.86213 3.46473 3.49876 4.27967 5.16382 5.67517 6.38323 6.68396 6.87518 1457.5 -325.219 -2062.54 -1842.55 699.121 897.853 4787.38 -1728.89 -6865.95 5560.19 5419.33 -5984.6
9.48634 0.974735 1.93963 2.86528 3.67456 4.02433 4.24341 4.96104 5.03038 5.87782 6.643 7.18473 7.24982 1129.93 -901.552 -2032.15 -172.592 1290.6 2074.12 932.449 375.59 -6923.16 6086.83 1255.46 -3103.93
9.4112 0.916765 1.82018 2.18316 2.29605 2.9106 3.69063 4.63217 5.00815 5.34643 6.13686 7.08252 7.2722 1178.95 -260.648 -772.89 -889.073 -863.972 1269.38 2863.47 492.625 -3085.78 -2017.24 7995.67 -5898.92
9.10274 0.885509 1.08233 1.20711 1.75097 2.57238 3.44769 4.05475 4.84957 5.35741 6.34458 7.10703 7.64144 373.112 229.086 128.968 -362.953 -968.931 -446.192 891.595 1685.42 -485.069 -3683.75 4357.88 -1707.64
9.73138 0.723976 1.15577 1.92552 2.72237 3.60505 4.47042 5.30316 5.64603 6.38995 6.47845 6.72768 6.91376 1285.65 332.937 -1630.05 -2370.42 1257.09 5569.96 -2472.45 -6862.49 2444.48 4099.58 3811.88 -5454.56
9.53345 0.829913 1.64072 2.35557 3.35069 3.7038 4.69546 4.85558 5.00922 5.56086 5.89211 6.67577 7.09078 1140.92 -404.764 -1667.43 -726.218 682.794 2788.52 2004.67 850.395 -4519.46 -4782.42 8575.5 -3930.91
9.22724 0.562802 1.45035 1.95664 2.88553 3.46518 4.15261 5.03225 5.4113 5.49888 6.41281 7.0563 7.53873 690.49 -77.5744 -612.686 -1007.97 -208.373 1762.44 1809.66 -695.43 -1436.22 -2987.19 4770.54 -1996.14
9.12882 0.331305 0.898129 1.66816 2.12183 2.95325 3.8553 4.84939 5.10868 6.10793 6.73919 7.16803 7.65027 419.515 190.401 -254.547 -523.778 -629.929 468.09 1320.11 658.299 -3588.53 161.156 3438.84 -1648.09
9.45343 0.894008 1.86018 2.58915 3.02402 3.59695 4.47444 4.54591 4.83916 5.27083 5.7284 6.53632 7.53427 923.362 -384.043 -1139.25 -1032.41 72.8378 2125.64 2103.97 1363.7 -1786.65 -5589.32 4138.8 -785.058
9.07633 0.550514 1.50984 2.25856 3.072 4.0671 4.8875 5.1985 5.74974 6.59437 7.42269 7.58677 7.68388 532.548 -87.1758 -656.356 -722.24 870.942 1480.31 503.793 -2577.28 -533.508 3701.11 402.657 -2903.28
8.43722 0.982277 1.26037 2.14375 3.13899 3.44603 4.08445 4.4046 4.99477 5.97433 6.87457 7.61727 8.61231 157.302 95.5622 -159.639 -342.431 -292.154 70.2836 355.145 766.062 -473.331 -1128.57 1285.42 -322.232
9.2068 0.775388 0.956538 1.69142 2.52472 3.10352 4.00484 4.54807 5.07427 5.35712 6.24422 7.15858 7.50074 431.911 308.773 -311.416 -899.66 -748.325 881.268 1660.69 527.73 -1082.39 -2923.18 5019.25 -2853.12
9.11538 0.510412 1.14749 1.99204 2.91249 3.81501 3.9468 4.67344 5.63312 6.07099 6.85925 7.06218 7.88265 467.123 114.029 -547.548 -972.183 66.9571 366.426 1959.86 -387.652 -2668.24 170.397 2110.28 -667.923
9.37363 0.883482 1.17918 2.00732 2.46592 3.44195 4.3333 4.37371 4.95211 5.17175 6.05104 6.67018 7.53684 689.179 362.041 -729.774 -1200.91 -601.129 1588.19 1639.17 613.984 -839.558 -5408.86 4909.87 -1010.64
9.67161 0.992817 1.43478 1.45965 2.18329 2.41726 3.02647 3.78837 4.69528 5.65897 6.30328 6.60048 6.96989 1295.22 241.098 178.269 -1448.84 -1713.87 -1078.29 2721.07 3807.17 -8905.19 1203.75 8137.97 -4426.74
9.64119 0.295825 1.09077 1.9543 2.91193 3.27714 3.85732 3.87286 4.52118 5.49971 5.99306 6.40877 7.27852 1028.53 54.8738 -1345.12 -1620.09 -793.337 1468.45 1532.78 2906.77 -4672.52 -3858.52 6527.87 -1218.08
9.73538 0.630316 1.59472 2.32092 3.22064 4.10219 4.69677 4.86126 5.71893 6.00366 6.24767 6.39486 6.92517 1515.7 -723.663 -2170.14 -778.628 3606.7 2078.3 232.697 -9236.06 -4222.43 4123.23 9203.33 -3617.43
9.41115 0.309234 0.634129 1.14165 2.05325 2.83027 3.78163 4.77224 5.47486 5.48562 6.18234 6.76923 7.43779 547.601 331.233 -101.659 -1018.33 -1128.65 1117.31 3086.29 -1359.98 -1456.33 -3455.14 4903.51 -1454.29
9.55041 0.656651 1.45473 2.16089 2.69157 3.49345 3.95466 4.90328 5.09127 5.83906 6.24658 7.14701 7.25142 1279.85 -185.059 -1499.01 -1711.62 594.805 2884.53 1307.11 -943.28 -6255.92 4047.03 6729.17 -6236.01
9.46053 0.733272 1.61778 1.88668 2.07732 2.46553 3.10565 3.94112 4.24904 5.16623 6.09759 6.73558 7.35558 1081.14 -8.7886 -382.033 -626.232 -988.546 -798.797 1311.67 2118.94 -540.861 -5046.97 5655.34 -1763.28
8.84391 0.731073 0.833447 1.17527 1.76834 2.25 3.11262 4.10782 5.03386 6.01662 6.3978 7.38081 8.05808 213.742 184.427 70.0266 -181.002 -393.029 -508.681 412.527 1366.87 -911.993 -1481.66 2001.04 -760.787
8.74542 0.558609 1.13919 2.10988 2.48241 3.45806 4.13059 4.79767 5.72798 6.11747 6.49916 7.49351 8.19307 256.442 111.313 -247.046 -376.967 -334.617 271.857 1041.54 222.145 -779.997 -1184.86 1668.85 -637.199
9.70317 0.772905 1.7412 2.01414 2.32709 2.36486 3.2596 4.07227 4.69322 5.46287 6.27588 6.73977 6.99232 1629.91 -269.918 -783.662 -1195.23 -1225.73 -51.0723 3371.14 2509.55 -6994.21 721.418 7454.83 -5155.41
8.37698 0.703916 1.45705 1.99083 2.74004 3.31683 3.38846 4.25237 5.14165 6.11482 6.92327 7.71395 8.66011 163.52 43.0768 -71.342 -207.023 -188.26 -172.582 293.73 780.157 -544.556 -915.571 1154.33 -324.073
5.15743 0.995987 1.81934 2.6427 3.58823 4.09327 5.00022 5.83225 6.62227 7.51871 8.4332 9.4237 10.0983 -344.499 61.7401 504.262 435.969 -112.665 -1370.45 -212.124 1951.23 60.908 -2408.69 2329.4 -884.379
9.46122 0.954425 1.41758 2.26263 2.69623 3.49941 4.48588 5.00096 5.2365 5.79573 6.55058 6.65428 7.36971 868.338 183.131 -1093.68 -1332.6 77.1677 3336.96 1589.3 -686.111 -6666.51 1364.17 3772.87 -1401.45
9.06432 0.844625 1.83867 2.75048 3.38736 4.26662 4.45522 4.73249 5.39967 5.96433 6.29884 7.14862 7.76064 479.838 -170.782 -749.65 -658.556 512.797 798.7 1072.72 216.363 -1649.35 -1707.75 3032.92 -1165.73
9.31061 0.627267 0.953145 1.76674 2.06155 3.00799 3.73124 4.67654 5.37465 5.54023 6.33483 6.98415 7.45122 612.784 352.886 -488.07 -787.938 -915.641 652.563 2826.12 -433.261 -1836.4 -2819.1 5028.74 -2181.12
8.55361 0.619848 1.01653 1.61513 2.57934 3.56781 4.30794 5.19689 5.49992 6.1871 7.07233 7.66072 8.354 179.611 95.3235 -79.6123 -388.546 -284.266 359.415 784.554 368.802 -1408.57 -642.405 1623.62 -596.483
9.57321 0.945833 1.05516 1.95559 2.73297 3.01108 3.77286 4.70927 4.77261 5.4405 6.36612 6.6329 7.20348 766.647 582.316 -1089.76 -1539.69 -1080.45 2051.9 2924.25 2434.69 -7397.82 -2043.44 6536.24 -2133.31
9.57271 0.807302 1.67142 2.577 3.23612 3.28729 3.44996 4.30957 5.14901 5.93558 6.07968 6.43989 7.23303 1206.25 -614.934 -1889.04 -576.222 -364.492 401.589 4614.13 -854.845 -6166.3 -3332.71 9260.31 -1672.14
9.6955 0.852223 1.68632 2.37028 3.04128 3.39198 4.38427 5.03484 5.62807 6.01959 6.30745 6.75949 6.92266 1544.36 -681.317 -2047.28 -1154.67 580.694 5545.08 -123.94 -7838.67 -2739.53 6701.52 7376.97 -7151.6
9.50748 0.573767 1.54166 2.1043 2.42196 2.9656 3.48694 4.04383 4.57714 5.45082 6.27997 6.71732 7.33459 992.327 -76.6157 -759.024 -1003.65 -872.109 156.468 1865.17 2462.8 -3592.08 -2982.76 5520.81 -1699.75
9.1708 0.720938 1.5663 2.43819 3.10813 3.50032 4.42057 4.47467 5.35763 6.23506 7.04008 7.58989 7.63421 534.654 -54.9025 -706.549 -707.332 -300.822 1334.8 1392.41 -512.854 -3368.97 3808.88 -14.149 -1393.64
9.1998 0.89916 1.46948 2.00423 2.68342 2.73065 3.26949 4.25093 5.09247 6.03398 6.68094 6.87729 7.73712 575.727 140.734 -314.093 -645.316 -644.502 -287.375 1814.46 1281.36 -4446.63 216.688 3124.62 -804.138
9.73162 0.689271 1.44581 1.78059 1.8235 2.55849 2.83376 3.45779 4.32793 5.25353 6.21542 6.36257 7.29569 1752.74 34.4016 -785.222 -882.503 -1694.12 -1288.84 1570.43 5867.68 -6976.37 -2535.5 5889.55 -940.632
9.14548 0.762061 1.57036 2.44461 3.30589 4.1672 4.79238 5.44364 6.1936 6.5744 6.62426 6.88409 7.80165 575.845 -94.8727 -882.773 -738.126 1036.12 1827.78 -595.558 -3538.99 -594.936 33.4458 3728.55 -744.953
9.67793 0.824637 1.27058 1.75143 2.26609 2.84153 3.17886 3.91777 4.80656 5.49982 5.62903 6.33372 7.21251 1256.13 378.247 -680.045 -1562.77 -1459.24 -524.985 3476.5 4047.99 -4531.36 -5629.37 6536.81 -1296.29
8.62438 0.973214 1.21637 2.20095 3.09536 3.78511 4.76071 5.66788 6.38512 6.54906 6.63853 7.63418 8.1368 192.918 118.448 -264.826 -444.63 -103.292 1000.36 437.787 -794.573 -701.948 -566.845 2216.41 -1078.37
8.93465 0.995489 1.86176 2.71099 3.07158 3.73884 4.35296 4.72554 5.09892 6.01355 6.85598 7.19923 8.031 421.114 -70.8905 -528.858 -567.456 -155.055 665.104 995.089 756.172 -2575.14 -528.424 2216.34 -616.497
