1	0.622	0.007	0.653	0.022
1.5	0.503	0.007	0.475	0.015
2	0.387	0.007	0.379	0.012
2.5	0.312	0.006	0.312	0.008
3	0.267	0.005	0.242	0.006
3.5	0.215	0.004	0.199	0.005
4	0.175	0.004	0.167	0.004
4.5	0.137	0.003	0.139	0.003
5	0.118	0.004	0.109	0.005
6	0.0758	0.0041	0.0792	0.0032
8	0.0295	0.0039	0.0416	0.0018
